idOceny;idAktor
250000;43
250001;29
250002;73
250003;59
250004;82
250005;58
250006;56
250007;73
250008;11
250009;42
250010;25
250011;28
250012;38
250013;45
250014;78
250015;1
250016;95
250017;55
250018;59
250019;30
250020;25
250021;54
250022;2
250023;3
250024;32
250025;15
250026;25
250027;42
250028;98
250029;82
250030;37
250031;79
250032;25
250033;39
250034;94
250035;81
250036;88
250037;4
250038;93
250039;1
250040;19
250041;58
250042;64
250043;99
250044;61
250045;51
250046;67
250047;87
250048;22
250049;7
250050;82
250051;31
250052;27
250053;81
250054;77
250055;11
250056;75
250057;26
250058;6
250059;30
250060;58
250061;70
250062;66
250063;69
250064;52
250065;27
250066;70
250067;95
250068;66
250069;51
250070;22
250071;83
250072;43
250073;10
250074;59
250075;46
250076;36
250077;84
250078;33
250079;21
250080;70
250081;15
250082;8
250083;54
250084;80
250085;32
250086;75
250087;3
250088;50
250089;35
250090;15
250091;7
250092;94
250093;15
250094;45
250095;90
250096;13
250097;77
250098;32
250099;42
250100;32
250101;47
250102;97
250103;68
250104;7
250105;31
250106;84
250107;74
250108;49
250109;76
250110;1
250111;67
250112;8
250113;60
250114;65
250115;1
250116;85
250117;2
250118;72
250119;13
250120;88
250121;13
250122;8
250123;22
250124;92
250125;52
250126;36
250127;84
250128;52
250129;72
250130;1
250131;37
250132;34
250133;83
250134;4
250135;52
250136;51
250137;63
250138;3
250139;57
250140;11
250141;58
250142;72
250143;12
250144;4
250145;65
250146;86
250147;73
250148;87
250149;66
250150;14
250151;47
250152;55
250153;95
250154;46
250155;54
250156;69
250157;19
250158;14
250159;11
250160;69
250161;20
250162;78
250163;64
250164;15
250165;63
250166;4
250167;16
250168;57
250169;48
250170;76
250171;48
250172;65
250173;53
250174;99
250175;80
250176;87
250177;17
250178;55
250179;55
250180;77
250181;72
250182;17
250183;66
250184;16
250185;28
250186;66
250187;46
250188;54
250189;68
250190;28
250191;50
250192;0
250193;67
250194;35
250195;40
250196;15
250197;53
250198;18
250199;97
250200;89
250201;16
250202;63
250203;67
250204;52
250205;61
250206;20
250207;88
250208;31
250209;31
250210;31
250211;14
250212;29
250213;33
250214;26
250215;16
250216;89
250217;44
250218;77
250219;54
250220;5
250221;82
250222;11
250223;10
250224;29
250225;37
250226;17
250227;83
250228;38
250229;14
250230;35
250231;94
250232;2
250233;11
250234;44
250235;67
250236;32
250237;22
250238;56
250239;40
250240;91
250241;80
250242;16
250243;17
250244;74
250245;61
250246;69
250247;73
250248;97
250249;12
250250;65
250251;58
250252;14
250253;0
250254;14
250255;2
250256;22
250257;0
250258;72
250259;42
250260;46
250261;33
250262;47
250263;44
250264;52
250265;21
250266;54
250267;42
250268;91
250269;6
250270;53
250271;25
250272;9
250273;35
250274;14
250275;43
250276;77
250277;54
250278;90
250279;96
250280;72
250281;26
250282;17
250283;65
250284;79
250285;19
250286;24
250287;3
250288;16
250289;1
250290;88
250291;63
250292;38
250293;31
250294;44
250295;97
250296;0
250297;98
250298;6
250299;2
250300;6
250301;29
250302;44
250303;2
250304;89
250305;32
250306;93
250307;36
250308;79
250309;90
250310;67
250311;78
250312;39
250313;4
250314;36
250315;99
250316;33
250317;39
250318;66
250319;98
250320;50
250321;22
250322;27
250323;61
250324;95
250325;34
250326;7
250327;47
250328;7
250329;56
250330;48
250331;5
250332;92
250333;49
250334;59
250335;51
250336;4
250337;84
250338;70
250339;89
250340;28
250341;95
250342;44
250343;24
250344;70
250345;93
250346;71
250347;69
250348;18
250349;66
250350;2
250351;76
250352;70
250353;69
250354;14
250355;31
250356;68
250357;19
250358;85
250359;64
250360;69
250361;87
250362;64
250363;99
250364;99
250365;82
250366;91
250367;10
250368;14
250369;99
250370;42
250371;30
250372;26
250373;79
250374;86
250375;33
250376;24
250377;3
250378;70
250379;81
250380;56
250381;12
250382;69
250383;44
250384;97
250385;16
250386;42
250387;21
250388;30
250389;19
250390;10
250391;1
250392;12
250393;1
250394;46
250395;4
250396;42
250397;69
250398;31
250399;83
250400;40
250401;19
250402;87
250403;84
250404;21
250405;28
250406;8
250407;63
250408;52
250409;51
250410;93
250411;62
250412;94
250413;2
250414;43
250415;34
250416;27
250417;17
250418;57
250419;84
250420;61
250421;43
250422;31
250423;43
250424;80
250425;61
250426;68
250427;51
250428;29
250429;26
250430;29
250431;77
250432;16
250433;0
250434;20
250435;77
250436;33
250437;58
250438;97
250439;81
250440;48
250441;67
250442;11
250443;2
250444;27
250445;66
250446;24
250447;73
250448;76
250449;48
250450;18
250451;84
250452;45
250453;67
250454;41
250455;12
250456;79
250457;18
250458;56
250459;39
250460;82
250461;90
250462;59
250463;5
250464;48
250465;28
250466;45
250467;99
250468;60
250469;80
250470;54
250471;34
250472;15
250473;94
250474;51
250475;82
250476;60
250477;19
250478;80
250479;24
250480;7
250481;51
250482;30
250483;79
250484;11
250485;4
250486;57
250487;12
250488;31
250489;33
250490;11
250491;24
250492;22
250493;2
250494;6
250495;29
250496;38
250497;9
250498;21
250499;73
250500;63
250501;74
250502;9
250503;48
250504;4
250505;65
250506;4
250507;96
250508;23
250509;50
250510;16
250511;81
250512;97
250513;55
250514;55
250515;95
250516;77
250517;21
250518;91
250519;4
250520;85
250521;23
250522;79
250523;41
250524;10
250525;28
250526;88
250527;14
250528;94
250529;96
250530;85
250531;94
250532;59
250533;9
250534;62
250535;10
250536;25
250537;25
250538;15
250539;16
250540;65
250541;33
250542;57
250543;51
250544;89
250545;62
250546;58
250547;10
250548;32
250549;89
250550;76
250551;30
250552;69
250553;75
250554;4
250555;90
250556;98
250557;64
250558;87
250559;64
250560;31
250561;21
250562;2
250563;88
250564;75
250565;73
250566;9
250567;45
250568;98
250569;41
250570;23
250571;80
250572;66
250573;39
250574;62
250575;36
250576;7
250577;7
250578;29
250579;52
250580;66
250581;12
250582;90
250583;9
250584;89
250585;34
250586;96
250587;87
250588;85
250589;79
250590;94
250591;86
250592;93
250593;12
250594;34
250595;69
250596;4
250597;79
250598;93
250599;30
250600;91
250601;70
250602;47
250603;57
250604;68
250605;14
250606;75
250607;37
250608;19
250609;77
250610;80
250611;97
250612;82
250613;18
250614;58
250615;72
250616;39
250617;70
250618;90
250619;37
250620;51
250621;97
250622;35
250623;1
250624;82
250625;19
250626;2
250627;37
250628;31
250629;59
250630;83
250631;31
250632;26
250633;56
250634;61
250635;93
250636;8
250637;41
250638;95
250639;88
250640;6
250641;74
250642;37
250643;81
250644;50
250645;45
250646;76
250647;99
250648;17
250649;74
250650;20
250651;62
250652;98
250653;92
250654;79
250655;6
250656;63
250657;84
250658;20
250659;92
250660;39
250661;98
250662;25
250663;33
250664;45
250665;77
250666;99
250667;2
250668;82
250669;44
250670;59
250671;15
250672;41
250673;20
250674;43
250675;98
250676;67
250677;93
250678;10
250679;18
250680;77
250681;96
250682;34
250683;30
250684;34
250685;13
250686;14
250687;77
250688;13
250689;9
250690;7
250691;71
250692;87
250693;27
250694;14
250695;89
250696;67
250697;6
250698;60
250699;96
250700;21
250701;84
250702;5
250703;99
250704;65
250705;20
250706;27
250707;90
250708;53
250709;70
250710;7
250711;56
250712;12
250713;88
250714;48
250715;26
250716;64
250717;98
250718;15
250719;67
250720;78
250721;68
250722;57
250723;67
250724;11
250725;57
250726;4
250727;70
250728;30
250729;8
250730;51
250731;48
250732;17
250733;89
250734;63
250735;65
250736;27
250737;23
250738;36
250739;23
250740;62
250741;53
250742;84
250743;93
250744;50
250745;71
250746;63
250747;71
250748;69
250749;11
250750;1
250751;45
250752;51
250753;97
250754;54
250755;53
250756;10
250757;48
250758;23
250759;28
250760;70
250761;85
250762;48
250763;21
250764;91
250765;59
250766;40
250767;22
250768;4
250769;50
250770;93
250771;49
250772;98
250773;18
250774;31
250775;36
250776;35
250777;58
250778;97
250779;21
250780;98
250781;36
250782;38
250783;57
250784;10
250785;40
250786;33
250787;60
250788;95
250789;14
250790;98
250791;96
250792;68
250793;31
250794;14
250795;89
250796;51
250797;43
250798;31
250799;73
250800;30
250801;13
250802;69
250803;29
250804;13
250805;10
250806;70
250807;50
250808;49
250809;14
250810;28
250811;65
250812;20
250813;73
250814;91
250815;49
250816;86
250817;19
250818;45
250819;43
250820;99
250821;44
250822;53
250823;44
250824;48
250825;48
250826;27
250827;73
250828;44
250829;5
250830;24
250831;95
250832;62
250833;18
250834;66
250835;44
250836;22
250837;17
250838;5
250839;92
250840;99
250841;62
250842;68
250843;58
250844;39
250845;31
250846;88
250847;91
250848;71
250849;87
250850;64
250851;33
250852;34
250853;45
250854;33
250855;6
250856;17
250857;10
250858;1
250859;53
250860;96
250861;19
250862;50
250863;72
250864;58
250865;19
250866;25
250867;26
250868;74
250869;80
250870;51
250871;45
250872;81
250873;20
250874;22
250875;28
250876;96
250877;65
250878;89
250879;4
250880;22
250881;53
250882;48
250883;95
250884;61
250885;38
250886;21
250887;90
250888;37
250889;14
250890;44
250891;21
250892;94
250893;53
250894;58
250895;13
250896;51
250897;41
250898;4
250899;19
250900;87
250901;75
250902;82
250903;65
250904;10
250905;17
250906;59
250907;32
250908;95
250909;57
250910;50
250911;95
250912;50
250913;57
250914;30
250915;98
250916;37
250917;39
250918;70
250919;59
250920;91
250921;87
250922;66
250923;97
250924;56
250925;98
250926;75
250927;39
250928;1
250929;69
250930;79
250931;48
250932;72
250933;25
250934;30
250935;99
250936;88
250937;95
250938;49
250939;1
250940;1
250941;49
250942;64
250943;18
250944;97
250945;17
250946;92
250947;1
250948;92
250949;83
250950;86
250951;52
250952;8
250953;54
250954;0
250955;80
250956;18
250957;68
250958;75
250959;66
250960;89
250961;22
250962;11
250963;18
250964;89
250965;37
250966;48
250967;81
250968;97
250969;50
250970;20
250971;52
250972;2
250973;56
250974;63
250975;71
250976;47
250977;41
250978;55
250979;6
250980;64
250981;31
250982;39
250983;29
250984;53
250985;74
250986;13
250987;36
250988;39
250989;22
250990;53
250991;14
250992;46
250993;84
250994;29
250995;4
250996;29
250997;74
250998;20
250999;14
251000;47
251001;4
251002;30
251003;25
251004;59
251005;4
251006;49
251007;19
251008;76
251009;99
251010;64
251011;22
251012;65
251013;38
251014;46
251015;82
251016;28
251017;12
251018;20
251019;50
251020;16
251021;4
251022;68
251023;34
251024;93
251025;59
251026;75
251027;62
251028;84
251029;24
251030;33
251031;58
251032;60
251033;21
251034;74
251035;9
251036;33
251037;24
251038;60
251039;88
251040;53
251041;55
251042;48
251043;92
251044;20
251045;36
251046;70
251047;98
251048;43
251049;60
251050;69
251051;63
251052;15
251053;90
251054;38
251055;28
251056;20
251057;9
251058;95
251059;81
251060;27
251061;67
251062;96
251063;99
251064;66
251065;37
251066;13
251067;12
251068;60
251069;38
251070;82
251071;5
251072;71
251073;34
251074;6
251075;9
251076;73
251077;58
251078;79
251079;12
251080;14
251081;71
251082;91
251083;71
251084;61
251085;77
251086;2
251087;97
251088;3
251089;26
251090;46
251091;90
251092;82
251093;6
251094;96
251095;99
251096;40
251097;66
251098;14
251099;37
251100;23
251101;24
251102;17
251103;59
251104;1
251105;22
251106;37
251107;14
251108;33
251109;89
251110;5
251111;71
251112;40
251113;19
251114;48
251115;19
251116;99
251117;71
251118;4
251119;0
251120;9
251121;0
251122;82
251123;25
251124;0
251125;93
251126;87
251127;33
251128;29
251129;86
251130;11
251131;42
251132;91
251133;62
251134;80
251135;59
251136;50
251137;5
251138;12
251139;49
251140;58
251141;19
251142;17
251143;59
251144;79
251145;78
251146;45
251147;52
251148;95
251149;40
251150;30
251151;87
251152;80
251153;10
251154;33
251155;97
251156;54
251157;98
251158;13
251159;59
251160;33
251161;94
251162;89
251163;82
251164;26
251165;92
251166;33
251167;71
251168;73
251169;44
251170;10
251171;36
251172;23
251173;84
251174;43
251175;64
251176;82
251177;59
251178;37
251179;30
251180;19
251181;30
251182;21
251183;86
251184;96
251185;28
251186;62
251187;41
251188;44
251189;40
251190;64
251191;45
251192;30
251193;64
251194;34
251195;50
251196;2
251197;20
251198;86
251199;6
251200;1
251201;82
251202;3
251203;9
251204;23
251205;37
251206;27
251207;92
251208;27
251209;53
251210;6
251211;74
251212;85
251213;37
251214;29
251215;62
251216;6
251217;99
251218;54
251219;96
251220;87
251221;89
251222;6
251223;88
251224;11
251225;55
251226;27
251227;84
251228;40
251229;48
251230;62
251231;58
251232;46
251233;31
251234;47
251235;90
251236;81
251237;48
251238;43
251239;4
251240;12
251241;68
251242;98
251243;34
251244;28
251245;18
251246;14
251247;82
251248;71
251249;26
251250;54
251251;3
251252;26
251253;46
251254;85
251255;52
251256;37
251257;57
251258;73
251259;20
251260;25
251261;49
251262;13
251263;65
251264;45
251265;38
251266;39
251267;7
251268;89
251269;32
251270;27
251271;59
251272;10
251273;44
251274;19
251275;15
251276;43
251277;9
251278;40
251279;3
251280;99
251281;56
251282;70
251283;6
251284;39
251285;89
251286;39
251287;90
251288;58
251289;67
251290;0
251291;30
251292;78
251293;61
251294;64
251295;64
251296;4
251297;67
251298;9
251299;7
251300;91
251301;35
251302;55
251303;57
251304;62
251305;94
251306;85
251307;27
251308;48
251309;59
251310;16
251311;93
251312;27
251313;22
251314;80
251315;63
251316;23
251317;24
251318;37
251319;0
251320;42
251321;29
251322;65
251323;22
251324;61
251325;81
251326;75
251327;38
251328;97
251329;10
251330;54
251331;37
251332;96
251333;50
251334;80
251335;43
251336;89
251337;11
251338;27
251339;19
251340;72
251341;36
251342;3
251343;72
251344;99
251345;23
251346;73
251347;9
251348;88
251349;25
251350;82
251351;50
251352;36
251353;52
251354;81
251355;11
251356;69
251357;71
251358;23
251359;21
251360;7
251361;44
251362;38
251363;35
251364;61
251365;66
251366;29
251367;49
251368;79
251369;74
251370;96
251371;54
251372;33
251373;43
251374;17
251375;52
251376;49
251377;66
251378;98
251379;37
251380;59
251381;96
251382;11
251383;34
251384;26
251385;49
251386;78
251387;74
251388;78
251389;60
251390;54
251391;91
251392;33
251393;94
251394;19
251395;43
251396;53
251397;20
251398;71
