idOceny;idRezyser
500000;101
500001;117
500002;110
500003;125
500004;100
500005;100
500006;108
500007;125
500008;122
500009;125
500010;100
500011;123
500012;121
500013;110
500014;113
500015;102
500016;110
500017;129
500018;121
500019;115
500020;108
500021;104
500022;107
500023;111
500024;124
500025;116
500026;115
500027;112
500028;105
500029;128
500030;128
500031;106
500032;110
500033;112
500034;120
500035;117
500036;102
500037;108
500038;110
500039;119
500040;114
500041;105
500042;105
500043;112
500044;116
500045;116
500046;129
500047;104
500048;101
500049;119
500050;118
500051;106
500052;111
500053;124
500054;110
500055;114
500056;119
500057;128
500058;122
500059;104
500060;123
500061;108
500062;111
500063;110
500064;118
500065;126
500066;102
500067;106
500068;107
500069;126
500070;110
500071;105
500072;112
500073;104
500074;127
500075;119
500076;110
500077;129
500078;100
500079;117
500080;103
500081;117
500082;116
500083;110
500084;126
500085;124
500086;118
500087;111
500088;122
500089;106
500090;110
500091;103
500092;121
500093;106
500094;102
500095;121
500096;122
500097;104
500098;110
500099;112
500100;125
500101;123
500102;104
500103;119
500104;115
500105;121
500106;115
500107;112
500108;124
500109;101
500110;114
500111;106
500112;107
500113;111
500114;122
500115;123
500116;123
500117;117
500118;122
500119;113
500120;118
500121;111
500122;112
500123;112
500124;102
500125;108
500126;114
500127;104
500128;105
500129;108
500130;123
500131;107
500132;113
500133;119
500134;126
500135;115
500136;123
500137;127
500138;104
500139;115
500140;126
500141;120
500142;117
500143;129
500144;119
500145;112
500146;112
500147;129
500148;108
500149;104
500150;100
500151;104
500152;106
500153;114
500154;102
500155;125
500156;121
500157;124
500158;114
500159;104
500160;115
500161;126
500162;112
500163;122
500164;101
500165;102
500166;113
500167;110
500168;104
500169;100
500170;110
500171;115
500172;121
500173;101
500174;116
500175;103
500176;124
500177;100
500178;109
500179;127
500180;118
500181;120
500182;129
500183;102
500184;103
500185;100
500186;117
500187;104
500188;102
500189;104
500190;118
500191;108
500192;102
500193;109
500194;103
500195;109
500196;109
500197;104
500198;117
500199;118
500200;101
500201;123
500202;108
500203;121
500204;120
500205;116
500206;112
500207;116
500208;110
500209;128
500210;108
500211;125
500212;108
500213;123
500214;116
500215;102
500216;117
500217;129
500218;109
500219;103
500220;100
500221;124
500222;111
500223;110
500224;119
500225;112
500226;122
500227;107
500228;112
500229;119
500230;104
500231;129
500232;113
500233;127
500234;103
500235;104
500236;113
500237;103
500238;105
500239;116
500240;116
500241;105
500242;119
500243;109
500244;112
500245;107
500246;129
500247;128
500248;106
500249;122
500250;114
500251;102
500252;103
500253;127
500254;118
500255;129
500256;115
500257;102
500258;104
500259;115
500260;106
500261;128
500262;119
500263;126
500264;109
500265;105
500266;107
500267;126
500268;111
500269;122
500270;113
500271;119
500272;128
500273;127
500274;107
500275;123
500276;120
500277;101
500278;129
500279;119
500280;127
500281;122
500282;111
500283;122
500284;127
500285;116
500286;103
500287;126
500288;109
500289;114
500290;104
500291;106
500292;128
500293;125
500294;113
500295;100
500296;124
500297;120
500298;114
500299;101
500300;105
500301;124
500302;128
500303;118
500304;110
500305;110
500306;119
500307;106
500308;120
500309;116
500310;118
500311;118
500312;101
500313;126
500314;127
500315;112
500316;111
500317;107
500318;110
500319;107
500320;125
500321;119
500322;111
500323;126
500324;116
500325;100
500326;120
500327;100
500328;105
500329;123
500330;125
500331;118
500332;109
500333;126
500334;126
500335;102
500336;126
500337;106
500338;118
500339;104
500340;123
500341;113
500342;122
500343;129
500344;125
500345;124
500346;113
500347;126
500348;101
500349;107
500350;125
500351;116
500352;118
500353;120
500354;117
500355;117
500356;106
500357;122
500358;126
500359;115
500360;109
500361;120
500362;112
500363;118
500364;119
500365;100
500366;108
500367;118
500368;128
500369;117
500370;111
500371;121
500372;112
500373;110
500374;101
500375;102
500376;117
500377;105
500378;102
500379;126
500380;118
500381;105
500382;120
500383;120
500384;119
500385;115
500386;111
500387;114
500388;129
500389;108
500390;118
500391;120
500392;104
500393;109
500394;125
500395;128
500396;118
500397;111
500398;100
500399;108
500400;115
500401;127
500402;128
500403;121
500404;113
500405;128
500406;107
500407;109
500408;101
500409;128
500410;128
500411;103
500412;118
500413;106
500414;116
500415;103
500416;119
500417;120
500418;104
500419;105
500420;128
500421;104
500422;116
500423;123
500424;120
500425;108
500426;105
500427;124
500428;109
500429;124
500430;118
500431;124
500432;115
500433;108
500434;121
500435;104
500436;125
500437;110
500438;116
500439;125
500440;123
500441;111
500442;125
500443;100
500444;119
500445;108
500446;116
500447;127
500448;116
500449;102
500450;120
500451;104
500452;115
500453;105
500454;124
500455;104
500456;118
500457;110
500458;105
500459;118
500460;124
500461;117
500462;110
500463;120
500464;102
500465;111
500466;127
500467;101
500468;107
500469;104
500470;105
500471;122
500472;115
500473;103
500474;115
500475;100
500476;117
500477;101
500478;112
500479;116
500480;112
500481;107
500482;125
500483;120
500484;108
500485;126
500486;103
500487;114
500488;125
500489;114
500490;115
500491;109
500492;124
500493;108
500494;113
500495;113
500496;112
500497;104
500498;119
500499;113
500500;101
500501;126
500502;124
500503;125
500504;100
500505;101
500506;108
500507;110
500508;100
500509;118
500510;122
500511;103
500512;127
500513;105
500514;129
500515;114
500516;129
500517;127
500518;100
500519;111
500520;124
500521;128
500522;110
500523;125
500524;120
500525;108
500526;123
500527;117
500528;128
500529;120
500530;101
500531;121
500532;122
500533;106
500534;124
500535;112
500536;119
500537;107
500538;104
500539;109
500540;118
500541;100
500542;124
500543;117
500544;121
500545;115
500546;117
500547;109
500548;108
500549;105
500550;126
500551;114
500552;116
500553;116
500554;103
500555;116
500556;129
500557;122
500558;123
500559;120
500560;105
500561;100
500562;105
500563;123
500564;111
500565;110
500566;107
500567;125
500568;116
500569;104
500570;102
500571;104
500572;127
500573;129
500574;102
500575;111
500576;118
500577;104
500578;122
500579;114
500580;102
500581;124
500582;125
500583;124
500584;116
500585;123
500586;100
500587;111
500588;125
500589;114
500590;109
500591;129
500592;122
500593;121
500594;112
500595;118
500596;100
500597;102
500598;129
500599;111
500600;128
500601;102
500602;115
500603;105
500604;110
500605;109
500606;126
500607;114
500608;118
500609;117
500610;117
500611;109
500612;119
500613;114
500614;101
500615;119
500616;104
500617;124
500618;103
500619;109
500620;110
500621;107
500622;112
500623;105
500624;115
500625;123
500626;101
500627;124
500628;100
500629;108
500630;113
500631;113
500632;109
500633;105
500634;118
500635;118
500636;123
500637;103
500638;124
500639;103
500640;111
500641;104
500642;128
500643;120
500644;116
500645;106
500646;116
500647;129
500648;124
500649;100
500650;114
500651;129
500652;122
500653;102
500654;105
500655;100
500656;120
500657;113
500658;128
500659;129
500660;106
500661;105
500662;120
500663;102
500664;106
500665;115
500666;123
500667;101
500668;104
500669;125
500670;124
500671;100
500672;119
500673;115
500674;128
500675;126
500676;116
500677;126
500678;100
500679;124
500680;105
500681;104
500682;110
500683;114
500684;125
500685;109
500686;114
500687;123
500688;105
500689;100
500690;121
500691;129
500692;108
500693;117
500694;118
500695;129
500696;113
500697;111
500698;105
500699;129
500700;111
500701;112
500702;110
500703;124
500704;107
500705;123
500706;115
500707;113
500708;110
500709;124
500710;127
500711;111
500712;104
500713;119
500714;127
500715;102
500716;102
500717;107
500718;120
500719;101
500720;125
500721;117
500722;116
500723;107
500724;110
500725;112
500726;124
500727;107
500728;104
500729;101
500730;129
500731;126
500732;106
500733;119
500734;111
500735;117
500736;127
500737;119
500738;128
500739;100
500740;103
500741;121
500742;108
500743;102
500744;126
500745;120
500746;106
500747;118
500748;104
500749;100
500750;109
500751;124
500752;128
500753;128
500754;116
500755;121
500756;127
500757;114
500758;120
500759;126
500760;119
500761;113
500762;110
500763;120
500764;119
500765;109
500766;102
500767;105
500768;100
500769;117
500770;116
500771;101
500772;101
500773;104
500774;126
500775;120
500776;107
500777;125
500778;106
500779;111
