idOceny;idFilmu
0;47
1;56
2;36
3;38
4;56
5;27
6;38
7;13
8;62
9;38
10;64
11;53
12;39
13;8
14;53
15;1
16;14
17;19
18;54
19;30
20;45
21;28
22;28
23;22
24;47
25;17
26;39
27;28
28;41
29;37
30;37
31;19
32;4
33;42
34;26
35;18
36;52
37;25
38;2
39;19
40;63
41;67
42;42
43;6
44;44
45;3
46;12
47;45
48;30
49;18
50;67
51;35
52;32
53;22
54;39
55;34
56;41
57;38
58;13
59;15
60;20
61;66
62;54
63;23
64;9
65;64
66;61
67;54
68;30
69;32
70;47
71;66
72;42
73;53
74;59
75;43
76;35
77;41
78;35
79;61
80;51
81;49
82;55
83;34
84;49
85;48
86;29
87;36
88;14
89;27
90;49
91;67
92;59
93;42
94;6
95;62
96;34
97;9
98;19
99;52
100;24
101;48
102;45
103;9
104;66
105;17
106;55
107;9
108;15
109;43
110;30
111;52
112;50
113;22
114;33
115;60
116;36
117;63
118;47
119;25
120;14
121;57
122;42
123;34
124;41
125;51
126;24
127;26
128;26
129;26
130;1
131;2
132;36
133;51
134;43
135;42
136;23
137;1
138;33
139;63
140;34
141;8
142;18
143;0
144;12
145;30
146;54
147;21
148;54
149;51
150;18
151;57
152;67
153;46
154;2
155;52
156;48
157;37
158;0
159;52
160;7
161;21
162;50
163;13
164;40
165;20
166;59
167;53
168;36
169;18
170;34
171;64
172;67
173;50
174;14
175;55
176;30
177;48
178;37
179;42
180;20
181;33
182;13
183;57
184;14
185;0
186;19
187;9
188;20
189;63
190;13
191;19
192;31
193;61
194;15
195;54
196;56
197;22
198;65
199;8
200;38
201;44
202;14
203;44
204;27
205;17
206;12
207;54
208;10
209;17
210;58
211;48
212;69
213;53
214;59
215;67
216;44
217;52
218;19
219;9
220;2
221;55
222;30
223;22
224;26
225;54
226;53
227;36
228;13
229;40
230;59
231;27
232;0
233;6
234;28
235;1
236;9
237;54
238;69
239;1
240;55
241;54
242;49
243;33
244;21
245;10
246;66
247;55
248;56
249;32
250;3
251;41
252;50
253;22
254;3
255;32
256;6
257;51
258;25
259;43
260;36
261;32
262;66
263;68
264;66
265;0
266;29
267;38
268;52
269;4
270;1
271;51
272;18
273;48
274;15
275;50
276;29
277;39
278;23
279;68
280;31
281;50
282;39
283;8
284;40
285;8
286;65
287;68
288;43
289;21
290;27
291;46
292;31
293;13
294;3
295;48
296;36
297;32
298;6
299;61
300;27
301;3
302;63
303;64
304;12
305;35
306;50
307;42
308;34
309;64
310;21
311;45
312;14
313;28
314;41
315;57
316;11
317;46
318;16
319;4
320;55
321;13
322;69
323;26
324;35
325;3
326;64
327;68
328;53
329;38
330;36
331;38
332;26
333;10
334;12
335;61
336;4
337;4
338;54
339;65
340;12
341;39
342;64
343;0
344;38
345;64
346;61
347;31
348;34
349;2
350;63
351;13
352;5
353;3
354;40
355;60
356;69
357;8
358;2
359;59
360;6
361;63
362;58
363;0
364;0
365;37
366;46
367;30
368;8
369;2
370;17
371;12
372;58
373;65
374;66
375;33
376;6
377;15
378;65
379;13
380;37
381;52
382;46
383;35
384;3
385;38
386;62
387;5
388;48
389;51
390;43
391;25
392;13
393;58
394;14
395;22
396;29
397;31
398;68
399;8
400;52
401;31
402;55
403;35
404;10
405;13
406;3
407;53
408;56
409;30
410;30
411;32
412;21
413;45
414;48
415;60
416;36
417;63
418;40
419;29
420;13
421;65
422;56
423;15
424;56
425;42
426;47
427;14
428;7
429;6
430;63
431;7
432;21
433;22
434;60
435;57
436;38
437;47
438;12
439;60
440;46
441;10
442;26
443;57
444;3
445;50
446;69
447;23
448;20
449;11
450;18
451;12
452;3
453;10
454;59
455;30
456;20
457;50
458;64
459;2
460;63
461;36
462;28
463;65
464;55
465;50
466;61
467;53
468;57
469;52
470;33
471;65
472;8
473;2
474;25
475;23
476;25
477;1
478;6
479;32
480;19
481;29
482;56
483;23
484;56
485;37
486;30
487;60
488;49
489;44
490;63
491;41
492;47
493;31
494;53
495;12
496;69
497;15
498;2
499;2
500;49
501;21
502;37
503;10
504;1
505;50
506;9
507;37
508;42
509;63
510;13
511;57
512;58
513;26
514;20
515;5
516;43
517;21
518;65
519;13
520;45
521;24
522;32
523;26
524;41
525;16
526;55
527;10
528;40
529;57
530;42
531;14
532;17
533;38
534;25
535;7
536;39
537;60
538;59
539;33
540;28
541;24
542;38
543;11
544;7
545;44
546;39
547;37
548;55
549;10
550;49
551;62
552;69
553;6
554;57
555;60
556;2
557;6
558;52
559;15
560;22
561;12
562;7
563;2
564;56
565;49
566;16
567;41
568;43
569;36
570;55
571;14
572;29
573;33
574;5
575;57
576;55
577;17
578;54
579;7
580;63
581;68
582;59
583;47
584;1
585;1
586;29
587;6
588;29
589;31
590;14
591;1
592;61
593;6
594;32
595;49
596;4
597;29
598;4
599;6
600;43
601;67
602;23
603;37
604;59
605;39
606;13
607;59
608;1
609;34
610;36
611;69
612;17
613;66
614;0
615;42
616;41
617;13
618;35
619;21
620;50
621;49
622;65
623;49
624;55
625;66
626;57
627;58
628;37
629;12
630;25
631;31
632;43
633;67
634;29
635;22
636;64
637;57
638;65
639;49
640;25
641;28
642;41
643;31
644;49
645;21
646;26
647;22
648;31
649;42
650;32
651;14
652;57
653;46
654;61
655;42
656;22
657;37
658;26
659;18
660;2
661;36
662;6
663;12
664;20
665;68
666;39
667;15
668;46
669;25
670;69
671;24
672;8
673;51
674;36
675;47
676;47
677;0
678;15
679;11
680;64
681;36
682;47
683;7
684;27
685;16
686;11
687;24
688;64
689;57
690;30
691;44
692;51
693;3
694;51
695;51
696;32
697;35
698;21
699;38
700;51
701;36
702;42
703;48
704;2
705;51
706;23
707;10
708;33
709;20
710;57
711;61
712;59
713;23
714;17
715;58
716;25
717;61
718;43
719;1
720;40
721;44
722;14
723;48
724;45
725;55
726;58
727;13
728;62
729;56
730;23
731;66
732;36
733;52
734;65
735;66
736;57
737;34
738;46
739;22
740;20
741;29
742;54
743;1
744;21
745;32
746;48
747;32
748;2
749;1
750;11
751;30
752;58
753;15
754;43
755;35
756;11
757;11
758;2
759;52
760;59
761;57
762;24
763;1
764;13
765;35
766;6
767;22
768;6
769;9
770;48
771;19
772;58
773;35
774;63
775;18
776;60
777;59
778;21
779;33
780;60
781;27
782;0
783;7
784;59
785;0
786;45
787;19
788;35
789;69
790;15
791;6
792;4
793;19
794;69
795;53
796;39
797;40
798;60
799;11
800;67
801;24
802;33
803;7
804;42
805;20
806;60
807;25
808;57
809;3
810;19
811;45
812;50
813;0
814;11
815;24
816;16
817;36
818;62
819;5
820;6
821;52
822;31
823;66
824;12
825;23
826;23
827;6
828;18
829;64
830;44
831;64
832;63
833;56
834;59
835;5
836;49
837;67
838;13
839;40
840;21
841;69
842;50
843;63
844;43
845;10
846;5
847;54
848;17
849;27
850;35
851;64
852;51
853;18
854;26
855;62
856;60
857;61
858;31
859;4
860;49
861;26
862;44
863;23
864;37
865;60
866;7
867;21
868;12
869;41
870;69
871;62
872;46
873;5
874;64
875;17
876;39
877;2
878;1
879;51
880;39
881;4
882;11
883;29
884;40
885;41
886;44
887;65
888;21
889;51
890;48
891;41
892;24
893;6
894;32
895;14
896;27
897;43
898;48
899;50
900;63
901;11
902;36
903;17
904;61
905;60
906;20
907;61
908;23
909;34
910;24
911;17
912;52
913;44
914;37
915;51
916;66
917;62
918;38
919;33
920;41
921;12
922;56
923;22
924;35
925;58
926;51
927;50
928;61
929;33
930;33
931;66
932;6
933;0
934;50
935;36
936;54
937;53
938;20
939;52
940;67
941;68
942;12
943;54
944;36
945;47
946;31
947;30
948;51
949;44
950;5
951;18
952;19
953;41
954;19
955;10
956;3
957;19
958;39
959;66
960;15
961;69
962;27
963;30
964;63
965;45
966;33
967;54
968;12
969;25
970;50
971;36
972;20
973;32
974;4
975;24
976;53
977;56
978;1
979;67
980;16
981;41
982;14
983;57
984;15
985;60
986;9
987;51
988;4
989;61
990;5
991;23
992;51
993;36
994;63
995;51
996;59
997;22
998;33
999;30
1000;1
1001;45
1002;47
1003;65
1004;17
1005;20
1006;9
1007;32
1008;37
1009;41
1010;4
1011;64
1012;62
1013;36
1014;47
1015;61
1016;40
1017;6
1018;5
1019;55
1020;17
1021;55
1022;10
1023;61
1024;45
1025;42
1026;62
1027;56
1028;3
1029;52
1030;42
1031;10
1032;55
1033;12
1034;10
1035;0
1036;63
1037;41
1038;23
1039;42
1040;14
1041;26
1042;52
1043;27
1044;67
1045;35
1046;18
1047;18
1048;48
1049;32
1050;14
1051;20
1052;49
1053;25
1054;64
1055;60
1056;0
1057;57
1058;48
1059;39
1060;36
1061;14
1062;22
1063;65
1064;38
1065;69
1066;41
1067;14
1068;8
1069;34
1070;7
1071;42
1072;16
1073;17
1074;26
1075;58
1076;0
1077;5
1078;13
1079;48
1080;27
