idOceny;idAktor
100000;71
100001;19
100002;65
100003;58
100004;27
100005;30
100006;91
100007;91
100008;54
100009;27
100010;69
100011;9
100012;27
100013;76
100014;8
100015;50
100016;22
100017;49
100018;99
100019;69
100020;68
100021;61
100022;63
100023;11
100024;63
100025;13
100026;49
100027;90
100028;82
100029;20
100030;45
100031;59
100032;23
100033;49
100034;50
100035;33
100036;34
100037;63
100038;16
100039;35
100040;86
100041;98
100042;25
100043;74
100044;28
100045;42
100046;79
100047;75
100048;24
100049;30
100050;85
100051;2
100052;80
100053;98
100054;15
100055;7
100056;20
100057;12
100058;86
100059;11
100060;53
100061;56
100062;88
100063;71
100064;65
100065;54
100066;6
100067;22
100068;30
100069;63
100070;67
100071;13
100072;57
100073;23
100074;57
100075;37
100076;32
100077;44
100078;27
100079;57
100080;16
100081;94
100082;44
100083;77
100084;71
100085;48
100086;87
100087;40
100088;27
100089;49
100090;25
100091;92
100092;54
100093;35
100094;87
100095;12
100096;13
100097;29
100098;23
100099;59
100100;71
100101;94
100102;11
100103;93
100104;49
100105;7
100106;65
100107;93
100108;49
100109;13
100110;50
100111;43
100112;70
100113;94
100114;71
100115;41
100116;20
100117;49
100118;65
100119;93
100120;6
100121;50
100122;75
100123;74
100124;69
100125;24
100126;18
100127;4
100128;72
100129;44
100130;48
100131;72
100132;62
100133;24
100134;17
100135;40
100136;49
100137;41
100138;76
100139;84
100140;6
100141;46
100142;57
100143;46
100144;51
100145;1
100146;10
100147;23
100148;9
100149;20
100150;56
100151;78
100152;76
100153;83
100154;12
100155;82
100156;71
100157;38
100158;63
100159;11
100160;28
100161;77
100162;52
100163;5
100164;88
100165;95
100166;90
100167;97
100168;88
100169;11
100170;84
100171;60
100172;4
100173;10
100174;35
100175;88
100176;73
100177;2
100178;8
100179;32
100180;98
100181;75
100182;44
100183;53
100184;82
100185;65
100186;26
100187;58
100188;49
100189;72
100190;27
100191;89
100192;91
100193;18
100194;36
100195;74
100196;38
100197;34
100198;68
100199;71
100200;97
100201;42
100202;71
100203;61
100204;44
100205;80
100206;17
100207;83
100208;31
100209;76
100210;67
100211;79
100212;14
100213;11
100214;47
100215;6
100216;14
100217;55
100218;37
100219;50
100220;71
100221;32
100222;52
100223;55
100224;70
100225;41
100226;87
100227;25
100228;80
100229;44
100230;60
100231;12
100232;59
100233;74
100234;91
100235;99
100236;91
100237;94
100238;16
