idOceny;idRezyser
200000;122
200001;118
200002;129
200003;124
200004;124
200005;127
200006;126
200007;117
200008;122
200009;101
200010;115
200011;124
200012;112
200013;119
200014;116
200015;117
200016;108
200017;106
200018;121
200019;122
200020;117
200021;105
200022;106
200023;106
200024;124
200025;127
200026;105
200027;128
200028;110
200029;107
200030;119
200031;115
200032;126
200033;116
200034;100
200035;117
200036;103
200037;113
200038;125
200039;117
200040;114
200041;116
200042;128
200043;120
200044;110
200045;104
200046;126
200047;125
200048;129
200049;111
200050;115
200051;102
200052;124
200053;101
200054;125
200055;109
200056;113
200057;110
200058;111
200059;101
200060;113
200061;103
200062;123
200063;119
200064;119
200065;115
200066;108
200067;100
200068;121
200069;111
200070;129
200071;118
200072;105
200073;124
200074;103
200075;108
200076;107
200077;113
200078;125
200079;102
200080;118
200081;101
200082;108
200083;128
200084;110
200085;127
200086;126
200087;114
200088;109
200089;108
200090;126
200091;103
200092;114
200093;128
200094;106
200095;102
200096;109
200097;108
200098;122
200099;111
200100;119
200101;110
200102;125
200103;100
200104;125
200105;107
200106;123
200107;129
200108;113
200109;105
200110;128
200111;103
200112;109
200113;104
200114;105
200115;122
200116;106
200117;107
200118;112
200119;110
200120;115
200121;116
200122;128
200123;107
200124;111
200125;125
200126;118
200127;112
200128;112
200129;127
200130;111
200131;108
200132;107
200133;110
200134;126
200135;123
200136;120
200137;118
200138;122
200139;103
200140;110
200141;114
200142;119
200143;118
200144;127
200145;103
200146;129
200147;127
200148;128
200149;129
200150;104
200151;108
200152;124
200153;123
200154;105
200155;122
200156;113
200157;123
200158;129
200159;102
200160;108
200161;110
200162;113
200163;118
200164;120
200165;108
200166;128
200167;100
200168;103
200169;108
200170;113
200171;108
200172;112
200173;108
200174;101
200175;117
200176;122
200177;116
200178;105
200179;119
200180;117
200181;100
200182;107
200183;117
200184;100
200185;126
200186;106
200187;109
200188;111
200189;111
200190;116
200191;117
200192;109
200193;114
200194;125
200195;117
200196;128
200197;104
200198;113
200199;129
200200;109
200201;116
200202;108
200203;113
200204;124
200205;102
200206;110
200207;125
200208;118
200209;122
200210;107
200211;115
200212;111
200213;121
200214;114
200215;116
200216;111
200217;117
200218;115
200219;106
200220;103
200221;103
200222;108
200223;113
200224;106
200225;108
200226;117
200227;110
200228;118
200229;114
200230;120
200231;123
200232;108
200233;108
200234;103
200235;125
200236;103
200237;115
200238;127
200239;112
200240;108
200241;115
200242;105
200243;110
200244;117
200245;123
200246;127
200247;102
200248;110
200249;116
200250;104
200251;112
200252;121
200253;110
200254;108
200255;107
200256;116
200257;125
200258;105
200259;112
200260;102
200261;127
200262;123
200263;105
200264;117
200265;110
200266;127
200267;109
200268;116
200269;119
200270;101
200271;100
200272;114
200273;114
200274;128
200275;108
200276;122
200277;117
200278;116
200279;125
200280;119
200281;105
200282;125
200283;117
200284;113
200285;119
200286;121
200287;119
200288;101
200289;125
200290;129
200291;106
200292;111
200293;119
200294;110
200295;106
200296;119
200297;117
200298;113
200299;128
200300;127
200301;115
200302;105
200303;101
200304;110
200305;117
200306;112
200307;113
200308;105
200309;111
200310;117
200311;106
200312;126
200313;111
200314;106
200315;106
200316;112
200317;103
200318;107
200319;108
200320;113
200321;106
200322;129
200323;128
200324;102
200325;104
200326;105
200327;101
200328;115
200329;100
200330;118
200331;115
200332;121
200333;102
200334;112
200335;114
200336;106
200337;122
200338;129
200339;124
200340;103
200341;115
200342;110
200343;117
200344;119
200345;103
200346;126
200347;117
200348;127
200349;125
200350;103
200351;106
200352;102
200353;121
200354;119
200355;109
200356;121
200357;114
200358;126
200359;102
200360;116
200361;125
200362;101
200363;106
200364;106
200365;128
200366;107
200367;122
200368;118
200369;107
200370;105
200371;120
200372;113
200373;116
200374;121
200375;129
200376;119
200377;120
200378;106
200379;104
200380;124
200381;110
200382;100
200383;116
